"Year","University","Program","Qualification","Count"
2012,"WIN","HUM","B1P",318
2012,"WIN","HUM","MDE",37
2012,"WIN","KRP","B1P",153
2012,"WIN","KRP","MDE",27
2012,"WIN","LAW","B1P",191
2012,"WIN","MAT","B1P",22
2012,"WIN","MAT","MDE",8
2012,"WIN","MAT","DDE",2
2012,"WIN","NUR","B1P",294
2012,"WIN","NUR","MDE",30
2012,"WIN","OAS","B1P",104
2012,"WIN","OHP","B1P",1
2012,"WIN","PSC","B1P",41
2012,"WIN","PSC","MDE",19
2012,"WIN","PSC","DDE",17
2012,"WIN","SSC","B1P",692
2012,"WIN","SSC","MDE",211
2012,"WIN","SSC","DDE",14
2011,"WIN","ABS","B1P",142
2011,"WIN","ABS","MDE",12
2011,"WIN","ABS","DDE",3
2011,"WIN","BCO","B1P",343
2011,"WIN","BCO","MDE",111
2011,"WIN","CSC","B1P",98
2011,"WIN","CSC","MDE",17
2011,"WIN","CSC","DDE",3
2011,"WIN","EDU","B1P",649
2011,"WIN","EDU","MDE",32
2011,"WIN","EDU","DDE",3
2011,"WIN","ENG","B1P",189
2011,"WIN","ENG","MDE",195
2011,"WIN","ENG","DDE",27
2011,"WIN","FAA","B1P",144
2011,"WIN","FAA","MDE",7
2011,"WIN","HUM","B1P",270
2011,"WIN","HUM","MDE",36
2011,"WIN","KRP","B1P",129
2011,"WIN","KRP","MDE",22
2011,"WIN","LAW","B1P",191
2011,"WIN","MAT","B1P",27
2011,"WIN","MAT","MDE",6
2011,"WIN","MAT","DDE",1
2011,"WIN","NUR","B1P",298
2011,"WIN","NUR","MDE",29
2011,"WIN","OAS","B1P",81
2011,"WIN","OHP","B1P",1
2011,"WIN","PSC","B1P",36
2011,"WIN","PSC","MDE",11
2011,"WIN","PSC","DDE",15
2011,"WIN","SSC","B1P",676
2011,"WIN","SSC","MDE",200
2011,"WIN","SSC","DDE",15
2010,"WIN","ABS","B1P",134
2010,"WIN","ABS","MDE",18
2010,"WIN","ABS","DDE",1
2010,"WIN","BCO","B1P",338
2010,"WIN","BCO","MDE",156
2010,"WIN","CSC","B1P",60
2010,"WIN","CSC","MDE",31
2010,"WIN","CSC","DDE",4
2010,"WIN","EDU","B1P",628
2010,"WIN","EDU","MDE",24
2010,"WIN","EDU","DDE",5
2010,"WIN","ENG","B1P",203
2010,"WIN","ENG","MDE",188
2010,"WIN","ENG","DDE",19
2010,"WIN","FAA","B1P",126
2010,"WIN","FAA","MDE",5
2010,"WIN","HUM","B1P",336
2010,"WIN","HUM","MDE",33
2010,"WIN","KRP","B1P",127
2010,"WIN","KRP","MDE",20
2010,"WIN","LAW","B1P",185
2010,"WIN","MAT","B1P",26
2010,"WIN","MAT","MDE",6
2010,"WIN","NUR","B1P",253
2010,"WIN","NUR","MDE",26
2010,"WIN","OAS","B1P",106
2010,"WIN","OHP","B1P",4
2010,"WIN","PSC","B1P",25
2010,"WIN","PSC","MDE",16
2010,"WIN","PSC","DDE",12
2010,"WIN","SSC","B1P",707
2010,"WIN","SSC","MDE",122
2010,"WIN","SSC","DDE",11
2009,"WIN","ABS","B1P",147
2009,"WIN","ABS","MDE",16
2009,"WIN","ABS","DDE",2
2009,"WIN","BCO","B1P",389
2009,"WIN","BCO","MDE",143
2009,"WIN","CSC","B1P",74
2009,"WIN","CSC","MDE",29
2009,"WIN","CSC","DDE",1
2009,"WIN","EDU","B1P",760
2009,"WIN","EDU","MDE",21
2009,"WIN","EDU","DDE",3
2009,"WIN","ENG","B1P",182
2009,"WIN","ENG","MDE",165
2009,"WIN","ENG","DDE",15
2009,"WIN","FAA","B1P",144
2009,"WIN","FAA","MDE",3
2009,"WIN","HUM","B1P",305
2009,"WIN","HUM","MDE",43
2009,"WIN","KRP","B1P",124
2009,"WIN","KRP","MDE",24
2009,"WIN","LAW","B1P",182
2009,"WIN","MAT","B1P",31
2009,"WIN","MAT","MDE",5
2009,"WIN","MAT","DDE",2
2009,"WIN","NUR","B1P",239
2009,"WIN","NUR","MDE",26
2009,"WIN","OAS","B1P",90
2009,"WIN","OHP","B1P",2
2009,"WIN","PSC","B1P",19
2009,"WIN","PSC","MDE",19
2009,"WIN","PSC","DDE",12
2009,"WIN","SSC","B1P",771
2009,"WIN","SSC","MDE",172
2009,"WIN","SSC","DDE",12
2008,"WIN","ABS","B1P",133
2008,"WIN","ABS","MDE",10
2008,"WIN","ABS","DDE",1
2008,"WIN","BCO","B1P",452
2008,"WIN","BCO","MDE",178
2008,"WIN","CSC","B1P",103
2008,"WIN","CSC","MDE",13
2008,"WIN","EDU","B1P",787
2008,"WIN","EDU","MDE",36
2008,"WIN","EDU","DDE",1
2008,"WIN","ENG","B1P",207
2008,"WIN","ENG","MDE",107
2008,"WIN","ENG","DDE",15
2008,"WIN","FAA","B1P",140
2008,"WIN","FAA","MDE",5
2008,"WIN","HUM","B1P",349
2008,"WIN","HUM","MDE",36
2008,"WIN","KRP","B1P",125
2008,"WIN","KRP","MDE",24
2008,"WIN","LAW","B1P",186
2008,"WIN","MAT","B1P",28
2008,"WIN","MAT","MDE",12
2008,"WIN","MAT","DDE",1
2008,"WIN","NUR","B1P",251
2008,"WIN","NUR","MDE",13
2008,"WIN","OAS","B1P",84
2008,"WIN","OHP","B1P",5
2008,"WIN","PSC","B1P",23
2008,"WIN","PSC","MDE",15
2008,"WIN","PSC","DDE",11
2008,"WIN","SSC","B1P",788
2008,"WIN","SSC","MDE",106
2008,"WIN","SSC","DDE",10
2007,"WIN","ABS","B1P",146
2007,"WIN","ABS","MDE",12
2007,"WIN","ABS","DDE",1
2007,"WIN","BCO","B1P",586
2007,"WIN","BCO","MDE",165
2007,"WIN","CSC","B1P",113
2007,"WIN","CSC","MDE",27
2007,"WIN","EDU","B1P",759
2007,"WIN","EDU","MDE",41
2007,"WIN","EDU","DDE",2
2007,"WIN","ENG","B1P",289
2007,"WIN","ENG","MDE",98
2007,"WIN","ENG","DDE",15
2007,"WIN","FAA","B1P",204
2007,"WIN","FAA","MDE",4
2007,"WIN","HUM","B1P",406
2007,"WIN","HUM","MDE",20
2007,"WIN","KRP","B1P",152
2007,"WIN","KRP","MDE",27
2007,"WIN","LAW","B1P",176
2007,"WIN","MAT","B1P",27
2007,"WIN","MAT","MDE",9
2007,"WIN","MAT","DDE",3
2007,"WIN","NUR","B1P",213
2007,"WIN","NUR","MDE",23
2007,"WIN","OAS","B1P",86
2007,"WIN","OHP","B1P",5
2007,"WIN","PSC","B1P",27
2007,"WIN","PSC","MDE",20
2007,"WIN","PSC","DDE",14
2007,"WIN","SSC","B1P",965
2007,"WIN","SSC","MDE",90
2007,"WIN","SSC","DDE",10
2006,"WIN","ABS","B1P",74
2006,"WIN","ABS","MDE",11
2006,"WIN","ABS","DDE",3
2006,"WIN","BCO","B1P",454
2006,"WIN","BCO","MDE",100
2006,"WIN","CSC","B1P",127
2006,"WIN","CSC","MDE",21
2006,"WIN","EDU","B1P",794
2006,"WIN","EDU","MDE",37
2006,"WIN","EDU","DDE",3
2006,"WIN","ENG","B1P",209
2006,"WIN","ENG","MDE",61
2006,"WIN","ENG","DDE",10
2006,"WIN","FAA","B1P",159
2006,"WIN","FAA","MDE",4
2006,"WIN","HUM","B1P",287
2006,"WIN","HUM","MDE",34
2006,"WIN","KRP","B1P",131
2006,"WIN","KRP","MDE",23
2006,"WIN","LAW","B1P",177
2006,"WIN","MAT","B1P",16
2006,"WIN","MAT","MDE",15
2006,"WIN","NUR","B1P",145
2006,"WIN","NUR","MDE",6
2006,"WIN","OAS","B1P",97
2006,"WIN","OHP","B1P",8
2006,"WIN","PSC","B1P",15
2006,"WIN","PSC","MDE",26
2006,"WIN","PSC","DDE",3
2006,"WIN","SSC","B1P",759
2006,"WIN","SSC","MDE",81
2006,"WIN","SSC","DDE",17
2005,"WIN","ABS","B1P",61
2005,"WIN","ABS","MDE",12
2005,"WIN","ABS","DDE",4
2005,"WIN","BCO","B1P",463
2005,"WIN","BCO","MDE",99
2005,"WIN","CSC","B1P",249
2005,"WIN","CSC","MDE",35
2005,"WIN","EDU","B1P",740
2005,"WIN","EDU","MDE",27
2005,"WIN","EDU","DDE",1
2005,"WIN","ENG","B1P",190
2005,"WIN","ENG","MDE",77
2005,"WIN","ENG","DDE",9
2005,"WIN","FAA","B1P",120
2005,"WIN","FAA","MDE",6
2005,"WIN","FSN","B1P",1
2005,"WIN","HUM","B1P",260
2005,"WIN","HUM","MDE",33
2005,"WIN","KRP","B1P",109
2005,"WIN","KRP","MDE",26
2005,"WIN","LAW","B1P",162
2005,"WIN","MAT","B1P",15
2005,"WIN","MAT","MDE",10
2005,"WIN","MAT","DDE",1
2005,"WIN","NUR","B1P",103
2005,"WIN","NUR","MDE",11
2005,"WIN","OAS","B1P",81
2005,"WIN","OHP","B1P",4
2005,"WIN","PSC","B1P",16
2005,"WIN","PSC","MDE",15
2005,"WIN","PSC","DDE",7
2005,"WIN","SSC","B1P",623
2005,"WIN","SSC","MDE",86
2005,"WIN","SSC","DDE",12
2015,"YOR","ABS","B1P",263
2015,"YOR","ABS","MDE",20
2015,"YOR","BCO","B1P",1418
2015,"YOR","BCO","MDE",569
2015,"YOR","BCO","DDE",6
2015,"YOR","CSC","B1P",173
2015,"YOR","CSC","MDE",16
2015,"YOR","CSC","DDE",10
2015,"YOR","EDU","B1P",830
2015,"YOR","EDU","MDE",114
2015,"YOR","EDU","DDE",14
2015,"YOR","ENG","B1P",34
2015,"YOR","FAA","B1P",544
2015,"YOR","FAA","MDE",91
2015,"YOR","FAA","DDE",12
2015,"YOR","HUM","B1P",1263
2015,"YOR","HUM","MDE",123
2015,"YOR","HUM","DDE",32
2015,"YOR","KRP","B1P",480
2015,"YOR","KRP","MDE",31
2015,"YOR","KRP","DDE",6
2015,"YOR","LAW","B1P",298
2015,"YOR","LAW","MDE",248
2015,"YOR","LAW","DDE",11
2015,"YOR","MAT","B1P",78
2015,"YOR","MAT","MDE",34
2015,"YOR","MAT","DDE",9
2015,"YOR","NUR","B1P",505
2015,"YOR","NUR","MDE",43
2015,"YOR","OAS","B1P",47
2015,"YOR","OAS","MDE",13
2015,"YOR","PSC","B1P",87
2015,"YOR","PSC","MDE",28
2015,"YOR","PSC","DDE",8
2015,"YOR","SSC","B1P",3652
2015,"YOR","SSC","MDE",462
2015,"YOR","SSC","DDE",83
2014,"YOR","ABS","B1P",279
2014,"YOR","ABS","MDE",22
2014,"YOR","ABS","DDE",8
2014,"YOR","BCO","B1P",1381
2014,"YOR","BCO","MDE",675
2014,"YOR","BCO","DDE",7
2014,"YOR","CSC","B1P",186
2014,"YOR","CSC","MDE",21
2014,"YOR","CSC","DDE",7
2014,"YOR","EDU","B1P",753
2014,"YOR","EDU","MDE",70
2014,"YOR","EDU","DDE",13
2014,"YOR","ENG","B1P",20
2014,"YOR","FAA","B1P",610
2014,"YOR","FAA","MDE",90
2014,"YOR","FAA","DDE",21
2014,"YOR","HUM","B1P",1292
2014,"YOR","HUM","MDE",125
2014,"YOR","HUM","DDE",22
2014,"YOR","KRP","B1P",454
2014,"YOR","KRP","MDE",26
2014,"YOR","KRP","DDE",6
2014,"YOR","LAW","B1P",297
2014,"YOR","LAW","MDE",187
2014,"YOR","LAW","DDE",7
2014,"YOR","MAT","B1P",81
2014,"YOR","MAT","MDE",22
2014,"YOR","MAT","DDE",10
2014,"YOR","NUR","B1P",617
2014,"YOR","NUR","MDE",51
2014,"YOR","OAS","B1P",37
2014,"YOR","OAS","MDE",31
2014,"YOR","PSC","B1P",87
2014,"YOR","PSC","MDE",24
2014,"YOR","PSC","DDE",20
2014,"YOR","SSC","B1P",3886
2014,"YOR","SSC","MDE",441
2014,"YOR","SSC","DDE",86
2013,"YOR","ABS","B1P",248
2013,"YOR","ABS","MDE",27
2013,"YOR","ABS","DDE",6
2013,"YOR","BCO","B1P",1358
2013,"YOR","BCO","MDE",657
2013,"YOR","BCO","DDE",11
2013,"YOR","CSC","B1P",190
2013,"YOR","CSC","MDE",22
2013,"YOR","CSC","DDE",9
2013,"YOR","EDU","B1P",844
2013,"YOR","EDU","MDE",87
2013,"YOR","EDU","DDE",12
2013,"YOR","ENG","B1P",24
2013,"YOR","FAA","B1P",608
2013,"YOR","FAA","MDE",87
2013,"YOR","FAA","DDE",11
2013,"YOR","HUM","B1P",1427
2013,"YOR","HUM","MDE",99
2013,"YOR","HUM","DDE",28
2013,"YOR","KRP","B1P",478
2013,"YOR","KRP","MDE",36
2013,"YOR","KRP","DDE",9
2013,"YOR","LAW","B1P",320
2013,"YOR","LAW","MDE",162
2013,"YOR","LAW","DDE",9
2013,"YOR","MAT","B1P",76
2013,"YOR","MAT","MDE",15
2013,"YOR","MAT","DDE",8
2013,"YOR","NUR","B1P",512
2013,"YOR","NUR","MDE",98
2013,"YOR","OAS","B1P",37
2013,"YOR","OAS","MDE",35
2013,"YOR","PSC","B1P",89
2013,"YOR","PSC","MDE",34
2013,"YOR","PSC","DDE",22
2013,"YOR","SSC","B1P",3793
2013,"YOR","SSC","MDE",462
2013,"YOR","SSC","DDE",86
2012,"YOR","ABS","B1P",239
2012,"YOR","ABS","MDE",30
2012,"YOR","ABS","DDE",12
2012,"YOR","BCO","B1P",1334
2012,"YOR","BCO","MDE",627
2012,"YOR","BCO","DDE",9
2012,"YOR","CSC","B1P",141
2012,"YOR","CSC","MDE",12
2012,"YOR","CSC","DDE",6
2012,"YOR","EDU","B1P",919
2012,"YOR","EDU","MDE",101
2012,"YOR","EDU","DDE",10
2012,"YOR","ENG","B1P",23
2012,"YOR","ENG","MDE",1
2012,"YOR","FAA","B1P",634
2012,"YOR","FAA","MDE",69
2012,"YOR","FAA","DDE",7
2012,"YOR","HUM","B1P",1433
2012,"YOR","HUM","MDE",96
2012,"YOR","HUM","DDE",30
2012,"YOR","KRP","B1P",488
2012,"YOR","KRP","MDE",30
2012,"YOR","KRP","DDE",3
2012,"YOR","LAW","B1P",289
2012,"YOR","LAW","MDE",151
2012,"YOR","LAW","DDE",11
2012,"YOR","MAT","B1P",84
2012,"YOR","MAT","MDE",23
2012,"YOR","MAT","DDE",7
2012,"YOR","NUR","B1P",566
2012,"YOR","NUR","MDE",41
2012,"YOR","OAS","B1P",40
2012,"YOR","OAS","MDE",24
2012,"YOR","PSC","B1P",91
2012,"YOR","PSC","MDE",26
2012,"YOR","PSC","DDE",15
2012,"YOR","SSC","B1P",3726
2012,"YOR","SSC","MDE",478
2012,"YOR","SSC","DDE",69
2011,"YOR","ABS","B1P",216
2011,"YOR","ABS","MDE",20
2011,"YOR","ABS","DDE",15
2011,"YOR","BCO","B1P",1269
2011,"YOR","BCO","MDE",636
2011,"YOR","BCO","DDE",10
2011,"YOR","CSC","B1P",152
2011,"YOR","CSC","MDE",12
2011,"YOR","CSC","DDE",7
2011,"YOR","EDU","B1P",984
2011,"YOR","EDU","MDE",98
2011,"YOR","EDU","DDE",9
2011,"YOR","ENG","B1P",17
2011,"YOR","ENG","MDE",1
2011,"YOR","FAA","B1P",578
2011,"YOR","FAA","MDE",115
2011,"YOR","FAA","DDE",4
2011,"YOR","HUM","B1P",1366
2011,"YOR","HUM","MDE",68
2011,"YOR","HUM","DDE",31
2011,"YOR","KRP","B1P",438
2011,"YOR","KRP","MDE",49
2011,"YOR","KRP","DDE",8
2011,"YOR","LAW","B1P",295
2011,"YOR","LAW","MDE",197
2011,"YOR","LAW","DDE",12
2011,"YOR","MAT","B1P",76
2011,"YOR","MAT","MDE",28
2011,"YOR","MAT","DDE",11
2011,"YOR","NUR","B1P",585
2011,"YOR","NUR","MDE",61
2011,"YOR","OAS","B1P",28
2011,"YOR","OAS","MDE",28
2011,"YOR","PSC","B1P",117
2011,"YOR","PSC","MDE",30
2011,"YOR","PSC","DDE",16
2011,"YOR","SSC","B1P",3547
2011,"YOR","SSC","MDE",529
2011,"YOR","SSC","DDE",79
2010,"YOR","ABS","B1P",188
2010,"YOR","ABS","MDE",30
2010,"YOR","ABS","DDE",9
2010,"YOR","BCO","B1P",1287
2010,"YOR","BCO","MDE",591
2010,"YOR","BCO","DDE",4
2010,"YOR","CSC","B1P",177
2010,"YOR","CSC","MDE",19
2010,"YOR","CSC","DDE",6
2010,"YOR","EDU","B1P",958
2010,"YOR","EDU","MDE",75
2010,"YOR","EDU","DDE",9
2010,"YOR","ENG","B1P",20
2010,"YOR","ENG","MDE",2
2010,"YOR","FAA","B1P",561
2010,"YOR","FAA","MDE",92
2010,"YOR","FAA","DDE",3
2010,"YOR","HUM","B1P",1344
2010,"YOR","HUM","MDE",128
2010,"YOR","HUM","DDE",14
2010,"YOR","KRP","B1P",426
2010,"YOR","KRP","MDE",43
2010,"YOR","KRP","DDE",5
2010,"YOR","LAW","B1P",292
2010,"YOR","LAW","MDE",142
2010,"YOR","LAW","DDE",7
2010,"YOR","MAT","B1P",74
2010,"YOR","MAT","MDE",35
2010,"YOR","MAT","DDE",5
2010,"YOR","NUR","B1P",474
2010,"YOR","NUR","MDE",46
2010,"YOR","OAS","B1P",42
2010,"YOR","OAS","MDE",40
2010,"YOR","PSC","B1P",102
2010,"YOR","PSC","MDE",29
2010,"YOR","PSC","DDE",18
2010,"YOR","SSC","B1P",3494
2010,"YOR","SSC","MDE",562
2010,"YOR","SSC","DDE",77
2009,"YOR","ABS","B1P",188
2009,"YOR","ABS","MDE",23
2009,"YOR","ABS","DDE",8
2009,"YOR","BCO","B1P",1287
2009,"YOR","BCO","MDE",600
2009,"YOR","BCO","DDE",9
2009,"YOR","CSC","B1P",186
2009,"YOR","CSC","MDE",14
2009,"YOR","CSC","DDE",2
2009,"YOR","EDU","B1P",975
2009,"YOR","EDU","MDE",76
2009,"YOR","EDU","DDE",9
2009,"YOR","ENG","B1P",35
2009,"YOR","FAA","B1P",575
2009,"YOR","FAA","MDE",108
2009,"YOR","FAA","DDE",3
2009,"YOR","HUM","B1P",1284
2009,"YOR","HUM","MDE",91
2009,"YOR","HUM","DDE",20
2009,"YOR","KRP","B1P",439
2009,"YOR","KRP","MDE",43
2009,"YOR","KRP","DDE",3
2009,"YOR","LAW","B1P",293
2009,"YOR","LAW","MDE",195
2009,"YOR","LAW","DDE",15
2009,"YOR","MAT","B1P",86
2009,"YOR","MAT","MDE",35
2009,"YOR","MAT","DDE",6
2009,"YOR","NUR","B1P",485
2009,"YOR","NUR","MDE",29
2009,"YOR","OAS","B1P",42
2009,"YOR","OAS","MDE",13
2009,"YOR","OHP","B1P",1
2009,"YOR","PSC","B1P",103
2009,"YOR","PSC","MDE",21
2009,"YOR","PSC","DDE",23
2009,"YOR","SSC","B1P",3593
2009,"YOR","SSC","MDE",492
2009,"YOR","SSC","DDE",80
2008,"YOR","ABS","B1P",179
2008,"YOR","ABS","MDE",27
2008,"YOR","ABS","DDE",7
2008,"YOR","BCO","B1P",1477
2008,"YOR","BCO","MDE",583
2008,"YOR","BCO","DDE",4
2008,"YOR","CSC","B1P",257
2008,"YOR","CSC","MDE",22
2008,"YOR","CSC","DDE",1
2008,"YOR","EDU","B1P",1112
2008,"YOR","EDU","MDE",100
2008,"YOR","EDU","DDE",4
2008,"YOR","ENG","B1P",31
2008,"YOR","FAA","B1P",589
2008,"YOR","FAA","MDE",87
2008,"YOR","FAA","DDE",3
2008,"YOR","HUM","B1P",1389
2008,"YOR","HUM","MDE",138
2008,"YOR","HUM","DDE",13
2008,"YOR","KRP","B1P",519
2008,"YOR","KRP","MDE",32
2008,"YOR","KRP","DDE",2
2008,"YOR","LAW","B1P",283
2008,"YOR","LAW","MDE",182
2008,"YOR","LAW","DDE",10
2008,"YOR","MAT","B1P",105
2008,"YOR","MAT","MDE",31
2008,"YOR","MAT","DDE",10
2008,"YOR","NUR","B1P",410
2008,"YOR","NUR","MDE",15
2008,"YOR","OAS","B1P",134
2008,"YOR","OAS","MDE",10
2008,"YOR","PSC","B1P",85
2008,"YOR","PSC","MDE",16
2008,"YOR","PSC","DDE",11
2008,"YOR","SSC","B1P",3822
2008,"YOR","SSC","MDE",450
2008,"YOR","SSC","DDE",79
2007,"YOR","ABS","B1P",176
2007,"YOR","ABS","MDE",11
2007,"YOR","ABS","DDE",10
2007,"YOR","BCO","B1P",1390
2007,"YOR","BCO","MDE",542
2007,"YOR","BCO","DDE",10
2007,"YOR","CSC","B1P",359
2007,"YOR","CSC","MDE",19
2007,"YOR","CSC","DDE",1
2007,"YOR","EDU","B1P",1045
2007,"YOR","EDU","MDE",58
2007,"YOR","EDU","DDE",7
2007,"YOR","ENG","B1P",37
2007,"YOR","FAA","B1P",588
2007,"YOR","FAA","MDE",98
2007,"YOR","FAA","DDE",3
2007,"YOR","HUM","B1P",1351
2007,"YOR","HUM","MDE",116
2007,"YOR","HUM","DDE",17
2007,"YOR","KRP","B1P",495
2007,"YOR","KRP","MDE",26
2007,"YOR","KRP","DDE",2
2007,"YOR","LAW","B1P",300
2007,"YOR","LAW","MDE",106
2007,"YOR","LAW","DDE",11
2007,"YOR","MAT","B1P",114
2007,"YOR","MAT","MDE",39
2007,"YOR","MAT","DDE",5
2007,"YOR","NUR","B1P",465
2007,"YOR","NUR","MDE",19
2007,"YOR","OAS","B1P",182
2007,"YOR","OAS","MDE",8
2007,"YOR","PSC","B1P",82
2007,"YOR","PSC","MDE",21
2007,"YOR","PSC","DDE",10
2007,"YOR","SSC","B1P",3761
2007,"YOR","SSC","MDE",453
2007,"YOR","SSC","DDE",73
2006,"YOR","ABS","B1P",124
2006,"YOR","ABS","MDE",19
2006,"YOR","ABS","DDE",4
2006,"YOR","BCO","B1P",1220
2006,"YOR","BCO","MDE",564
2006,"YOR","BCO","DDE",4
2006,"YOR","CSC","B1P",440
2006,"YOR","CSC","MDE",16
2006,"YOR","CSC","DDE",2
2006,"YOR","EDU","B1P",1054
2006,"YOR","EDU","MDE",86
2006,"YOR","EDU","DDE",3
2006,"YOR","ENG","B1P",20
2006,"YOR","FAA","B1P",537
2006,"YOR","FAA","MDE",48
2006,"YOR","FAA","DDE",4
2006,"YOR","HUM","B1P",1106
2006,"YOR","HUM","MDE",107
2006,"YOR","HUM","DDE",15
2006,"YOR","KRP","B1P",324
2006,"YOR","KRP","MDE",22
2006,"YOR","KRP","DDE",2
2006,"YOR","LAW","B1P",271
2006,"YOR","LAW","MDE",84
2006,"YOR","LAW","DDE",5
2006,"YOR","MAT","B1P",116
2006,"YOR","MAT","MDE",33
2006,"YOR","MAT","DDE",4
2006,"YOR","NUR","B1P",347
2006,"YOR","NUR","MDE",3
2006,"YOR","OAS","B1P",221
2006,"YOR","OAS","MDE",11
2006,"YOR","PSC","B1P",60
2006,"YOR","PSC","MDE",18
2006,"YOR","PSC","DDE",19
2006,"YOR","SSC","B1P",3148
2006,"YOR","SSC","MDE",420
2006,"YOR","SSC","DDE",55
2005,"YOR","ABS","B1P",101
2005,"YOR","ABS","MDE",13
2005,"YOR","BCO","B1P",1055
2005,"YOR","BCO","MDE",520
2005,"YOR","BCO","DDE",4
2005,"YOR","CSC","B1P",538
2005,"YOR","CSC","MDE",21
2005,"YOR","CSC","DDE",2
2005,"YOR","EDU","B1P",1002
2005,"YOR","EDU","MDE",50
2005,"YOR","EDU","DDE",1
2005,"YOR","ENG","B1P",14
2005,"YOR","FAA","B1P",510
2005,"YOR","FAA","MDE",68
2005,"YOR","FAA","DDE",2
2005,"YOR","HUM","B1P",961
2005,"YOR","HUM","MDE",97
2005,"YOR","HUM","DDE",10
2005,"YOR","KRP","B1P",296
2005,"YOR","KRP","MDE",13
2005,"YOR","LAW","B1P",281
2005,"YOR","LAW","MDE",140
2005,"YOR","LAW","DDE",7
2005,"YOR","MAT","B1P",116
2005,"YOR","MAT","MDE",26
2005,"YOR","MAT","DDE",3
2005,"YOR","NUR","B1P",271
2005,"YOR","OAS","B1P",266
2005,"YOR","OAS","MDE",4
2005,"YOR","PSC","B1P",46
2005,"YOR","PSC","MDE",16
2005,"YOR","PSC","DDE",10
2005,"YOR","SSC","B1P",2715
2005,"YOR","SSC","MDE",354
2005,"YOR","SSC","DDE",44
2015,"BRO","All","UCE",116
2015,"BRO","All","BDE",3117
2015,"BRO","All","1PD",785
2015,"BRO","All","GDI",2
2015,"BRO","All","MDE",719
2015,"BRO","All","DDE",30
2015,"CAR","All","UCE",21
2015,"CAR","All","BDE",4239
2015,"CAR","All","GCE",2
2015,"CAR","All","GDI",36
2015,"CAR","All","MDE",1042
2015,"CAR","All","DDE",132
2015,"LAK","All","UCE",31
2015,"LAK","All","UDI",80
2015,"LAK","All","BDE",1373
2015,"LAK","All","1PD",631
2015,"LAK","All","MDE",241
2015,"LAK","All","DDE",17
2015,"LAU","All","UCE",171
2015,"LAU","All","UDI",5
2015,"LAU","All","BDE",1829
2015,"LAU","All","1PD",287
2015,"LAU","All","GDI",13
2015,"LAU","All","MDE",269
2015,"LAU","All","DDE",22
2015,"MCM","All","UDI",1
2015,"MCM","All","BDE",5092
2015,"MCM","All","1PD",233
2015,"MCM","All","GDI",79
2015,"MCM","All","MDE",1306
2015,"MCM","All","DDE",254
2015,"NIP","All","UDI",6
2015,"NIP","All","BDE",815
2015,"NIP","All","1PD",733
2015,"NIP","All","MDE",75
2015,"OCA","All","UDI",2
2015,"OCA","All","BDE",813
2015,"OCA","All","GDI",2
2015,"OCA","All","MDE",88
2015,"OTT","All","UCE",39
2015,"OTT","All","BDE",5498
2015,"OTT","All","1PD",2006
2015,"OTT","All","GCE",6
2015,"OTT","All","GDI",80
2015,"OTT","All","MDE",1947
2015,"OTT","All","DDE",217
2015,"OSP","All","UCE",7
2015,"OSP","All","BDE",54
2015,"OSP","All","GDI",20
2015,"OSP","All","MDE",132
2015,"OSP","All","DDE",9
2015,"UOI","All","BDE",1648
2015,"UOI","All","1PD",262
2015,"UOI","All","GDI",11
2015,"UOI","All","MDE",142
2015,"UOI","All","DDE",21
2015,"QUE","All","UCE",66
2015,"QUE","All","UDI",32
2015,"QUE","All","BDE",4219
2015,"QUE","All","1PD",285
2015,"QUE","All","GCE",3
2015,"QUE","All","GDI",137
2015,"QUE","All","MDE",1620
2015,"QUE","All","DDE",218
2015,"RYE","All","UCE",1180
2015,"RYE","All","UDI",1
2015,"RYE","All","BDE",5955
2015,"RYE","All","GDI",7
2015,"RYE","All","MDE",950
2015,"RYE","All","DDE",74
2015,"TAC","All","UCE",93
2015,"TAC","All","UDI",35
2015,"TAC","All","BDE",10778
2015,"TAC","All","1PD",1714
2015,"TAC","All","GDI",29
2015,"TAC","All","MDE",4794
2015,"TAC","All","DDE",925
2015,"TRE","All","UCE",4
2015,"TRE","All","BDE",1516
2015,"TRE","All","1PD",256
2015,"TRE","All","MDE",116
2015,"TRE","All","DDE",23
2015,"WAT","All","UCE",65
2015,"WAT","All","UDI",134
2015,"WAT","All","BDE",5605
2015,"WAT","All","1PD",283
2015,"WAT","All","GCE",21
2015,"WAT","All","GDI",37
2015,"WAT","All","MDE",1695
2015,"WAT","All","DDE",303
2015,"WMC","All","UDI",188
2015,"WMC","All","BDE",4944
2015,"WMC","All","1PD",1045
2015,"WMC","All","GDI",70
2015,"WMC","All","MDE",1878
2015,"WMC","All","DDE",332
2015,"WBC","All","UCE",3
2015,"WBC","All","UDI",14
2015,"WBC","All","BDE",265
2015,"WHC","All","BDE",241
2015,"WHC","All","1PD",13
2015,"WKC","All","UCE",11
2015,"WKC","All","BDE",740
2015,"WKC","All","MDE",39
2015,"WLA","All","UDI",14
2015,"WLA","All","BDE",3545
2015,"WLA","All","1PD",116
2015,"WLA","All","MDE",605
2015,"WLA","All","DDE",32
2015,"WIN","All","UDI",51
2015,"WIN","All","BDE",2493
2015,"WIN","All","1PD",627
2015,"WIN","All","GDI",5
2015,"WIN","All","MDE",1175
2015,"WIN","All","DDE",54
2015,"YOR","All","UCE",791
2015,"YOR","All","BDE",8817
