"TaskCode","NOC","Skill","SkillLevel","EducationTrainingLevel"
"20466","9451","S5","L1","C/D"
"20467","9451","S9","L2","C/D"
"20468","9451","S7","L1","C/D"
"20469","9451","S2","L2","C/D"
"20470","9451","S9","L1","C/D"
"20471","9451","S14","L1","C/D"
"20472","9451","S8","L1","C/D"
"20473","9451","S2","L1","C/D"
"20474","9451","S8","L1","C/D"
"20475","9451","S10","L3","C/D"
"20476","9451","S14","L1","C/D"
"20477","9451","S4","L2","C/D"
"20478","9451","S13","L2","C/D"
"20479","9451","S3","L1","C/D"
"20480","9451","S3","L2","C/D"
"20481","9451","S8","L2","C/D"
"20482","9451","S13","L1","C/D"
"20483","9451","S2","L1","C/D"
"20484","9451","S8","L2","C/D"
"20485","9451","S14","L1","C/D"
"20486","9451","S13","L2","C/D"
"20487","9451","S7","L2","C/D"
"20488","9451","S13","L1","C/D"
"20489","9451","S10","L1","C/D"
"20490","9451","S9","L1","C/D"
"20491","9451","S13","L2","C/D"
"20492","9451","S6","L2","C/D"
"20493","9451","S2","L3","C/D"
"20494","9451","S10","L2","C/D"
"20495","9451","S13","L1","C/D"
"20496","9451","S13","L2","C/D"
"20497","9451","S14","L1","C/D"
"20498","9451","S8","L1","C/D"
"20499","9451","S3","L1","C/D"
"20500","9452","S10","L3","C/D"
"20501","9452","S13","L1","C/D"
"20502","9452","S13","L2","C/D"
"20503","9452","S10","L2","C/D"
"20504","9452","S14","L1","C/D"
"20505","9452","S2","L2","C/D"
"20506","9452","S13","L2","C/D"
"20507","9452","S6","L2","C/D"
"20508","9452","S8","L2","C/D"
"20509","9452","S5","L1","C/D"
"20510","9452","S14","L1","C/D"
"20511","9452","S8","L2","C/D"
"20512","9452","S5","L3","C/D"
"20513","9452","S4","L1","C/D"
"20514","9452","S14","L1","C/D"
"20515","9452","S13","L3","C/D"
"20516","9452","S2","L2","C/D"
"20517","9452","S8","L1","C/D"
"20518","9452","S11","L2","C/D"
"20519","9452","S3","L1","C/D"
"20520","9452","S8","L2","C/D"
"20521","9452","S10","L3","C/D"
"20522","9452","S13","L2","C/D"
"20523","9452","S7","L3","C/D"
"20524","9452","S10","L2","C/D"
"20525","9452","S9","L2","C/D"
"20526","9452","S13","L2","C/D"
"20527","9452","S13","L1","C/D"
"20528","9452","S13","L2","C/D"
"20529","9452","S13","L1","C/D"
"20530","9452","S9","L1","C/D"
"20531","9452","S7","L2","C/D"
"20532","9452","S9","L2","C/D"
"20533","9452","S6","L2","C/D"
"5034","9452","S13","L2","C/D"
"20534","9452","S8","L2","C/D"
"20535","9452","S13","L2","C/D"
"20536","9452","S14","L1","C/D"
"20537","9452","S10","L1","C/D"
"20538","9452","S2","L1","C/D"
"20539","9452","S2","L2","C/D"
"20540","9452","S14","L1","C/D"
"20541","9452","S14","L2","C/D"
"20542","9452","S5","L2","C/D"
"20543","9452","S13","L2","C/D"
"20544","9452","S9","L3","C/D"
"20545","9452","S3","L1","C/D"
"20546","9452","S2","L3","C/D"
"20547","9453","S7","L1","C/D"
"20548","9453","S2","L1","C/D"
"20549","9453","S8","L2","C/D"
"20550","9453","S7","L2","C/D"
"20551","9453","S14","L1","C/D"
"20552","9453","S7","L1","C/D"
"20553","9453","S2","L2","C/D"
"20554","9453","S8","L1","C/D"
"20555","9453","S2","L3","C/D"
"20556","9453","S11","L2","C/D"
"20557","9453","S14","L2","C/D"
"20558","9453","S3","L1","C/D"
"20559","9453","S9","L3","C/D"
"20560","9453","S3","L1","C/D"
"20561","9453","S13","L2","C/D"
"20562","9453","S10","L2","C/D"
"20563","9453","S14","L1","C/D"
"20564","9453","S4","L2","C/D"
"20565","9453","S9","L1","C/D"
"20566","9453","S13","L1","C/D"
"20567","9453","S14","L1","C/D"
"20568","9453","S2","L1","C/D"
"20569","9453","S13","L3","C/D"
"20570","9453","S10","L3","C/D"
"20571","9453","S2","L2","C/D"
"20572","9453","S9","L2","C/D"
"20573","9453","S13","L1","C/D"
"20574","9453","S8","L2","C/D"
"20575","9453","S6","L2","C/D"
"20576","9453","S5","L1","C/D"
"20577","9453","S12","L1","C/D"
"20578","9453","S10","L2","C/D"
"20579","9453","S2","L2","C/D"
"20580","9453","S13","L1","C/D"
"20581","9453","S3","L2","C/D"
"20582","9453","S13","L2","C/D"
"20583","9453","S13","L2","C/D"
"20584","9453","S8","L1","C/D"
"20585","9453","S14","L1","C/D"
"20586","9453","S5","L1","C/D"
"20587","9453","S14","L2","C/D"
"20588","9453","S11","L1","C/D"
"20589","9453","S5","L2","C/D"
"20590","9453","S5","L1","C/D"
"20591","9453","S13","L1","C/D"
"20592","9453","S13","L2","C/D"
"20593","9453","S13","L1","C/D"
"20594","9453","S9","L3","C/D"
"20595","9453","S10","L1","C/D"
"20596","9453","S13","L1","C/D"
"20597","9453","S14","L1","C/D"
"20598","9453","S14","L1","C/D"
"20599","9454","S9","L2","C/D"
"20600","9454","S2","L2","C/D"
"20601","9454","S8","L2","C/D"
"20602","9454","S13","L2","C/D"
"20603","9454","S1","L2","C/D"
"20604","9454","S3","L2","C/D"
"20605","9454","S14","L1","C/D"
"20606","9454","S13","L2","C/D"
"20607","9454","S13","L3","C/D"
"20608","9454","S2","L2","C/D"
"20609","9454","S13","L1","C/D"
"20610","9454","S14","L2","C/D"
"20611","9454","S12","L1","C/D"
"20612","9454","S8","L2","C/D"
"20613","9454","S10","L3","C/D"
"20614","9454","S8","L2","C/D"
"20615","9454","S2","L3","C/D"
"20616","9454","S13","L3","C/D"
"20617","9454","S14","L1","C/D"
"20618","9454","S14","L1","C/D"
"20619","9454","S13","L2","C/D"
"20620","9454","S10","L2","C/D"
"20621","9454","S14","L1","C/D"
"20622","9454","S13","L1","C/D"
"20623","9454","S10","L2","C/D"
"20624","9454","S4","L2","C/D"
"20625","9454","S5","L1","C/D"
"20626","9454","S5","L1","C/D"
"20627","9454","S13","L1","C/D"
"20628","9454","S14","L1","C/D"
"20629","9454","S5","L2","C/D"
"20630","9454","S3","L1","C/D"
"20631","9454","S13","L1","C/D"
"20632","9454","S13","L2","C/D"
"20633","9454","S2","L2","C/D"
"20634","9454","S11","L2","C/D"
"20635","9454","S10","L3","C/D"
"20636","9454","S13","L2","C/D"
"20637","9454","S6","L3","C/D"
"20638","9454","S7","L2","C/D"
"20639","9454","S8","L2","C/D"
"20640","9454","S5","L1","C/D"
"20641","9454","S14","L1","C/D"
"20642","9454","S6","L2","C/D"
"20643","9454","S8","L2","C/D"
"20644","9454","S9","L2","C/D"
"20645","9454","S13","L2","C/D"
"20646","9454","S13","L1","C/D"
"20647","9454","S13","L3","C/D"
"20648","9454","S14","L1","C/D"
"20649","9454","S9","L2","C/D"
"20650","9454","S1","L1","C/D"
"20651","9454","S8","L1","C/D"
"20652","9454","S3","L3","C/D"
"20653","9454","S9","L2","C/D"
"20654","9454","S8","L1","C/D"
"20655","9454","S10","L1","C/D"
"20656","9461","S13","L2","C/D"
"20657","9461","S3","L1","C/D"
"20658","9461","S13","L2","C/D"
"20659","9461","S1","L2","C/D"
"20660","9461","S4","L2","C/D"
"20661","9461","S12","L1","C/D"
"20662","9461","S8","L2","C/D"
"20663","9461","S13","L2","C/D"
"20664","9461","S10","L2","C/D"
"20665","9461","S14","L2","C/D"
"20666","9461","S2","L2","C/D"
"20667","9461","S5","L2","C/D"
"20668","9461","S13","L1","C/D"
"20669","9461","S13","L1","C/D"
"20670","9461","S8","L2","C/D"
"20671","9461","S7","L2","C/D"
"20672","9461","S14","L2","C/D"
"20673","9461","S2","L1","C/D"
"20674","9461","S14","L2","C/D"
"20675","9461","S8","L1","C/D"
"20676","9461","S13","L2","C/D"
"20677","9461","S10","L3","C/D"
"20678","9461","S9","L3","C/D"
"20679","9461","S9","L2","C/D"
"20680","9461","S4","L2","C/D"
"20681","9461","S10","L3","C/D"
"20682","9461","S14","L1","C/D"
"20683","9461","S10","L3","C/D"
"20684","9461","S14","L1","C/D"
"20685","9461","S3","L1","C/D"
"20686","9461","S5","L1","C/D"
"20687","9461","S13","L1","C/D"
"20688","9461","S13","L2","C/D"
"20689","9461","S3","L2","C/D"
"20690","9461","S9","L1","C/D"
"20691","9461","S13","L3","C/D"
"20692","9461","S10","L1","C/D"
"20693","9461","S9","L1","C/D"
"20694","9461","S2","L3","C/D"
"20695","9461","S8","L2","C/D"
"20696","9461","S13","L2","C/D"
"20697","9461","S2","L2","C/D"
"20698","9461","S14","L1","C/D"
"20699","9461","S13","L2","C/D"
"20700","9461","S13","L3","C/D"
"20701","9461","S7","L1","C/D"
"20702","9461","S8","L2","C/D"
"20703","9461","S10","L2","C/D"
"20704","9461","S5","L1","C/D"
"20705","9461","S5","L1","C/D"
"20706","9461","S14","L1","C/D"
"20707","9461","S7","L3","C/D"
"20708","9461","S3","L1","C/D"
"20709","9461","S3","L2","C/D"
"20710","9461","S10","L2","C/D"
"20711","9461","S9","L3","C/D"
"20712","9461","S13","L2","C/D"
"20713","9461","S13","L3","C/D"
"20714","9461","S13","L1","C/D"
"20715","9461","S1","L1","C/D"
"20716","9461","S2","L2","C/D"
"20717","9462","S8","L1","C/D"
"20718","9462","S10","L2","C/D"
"20719","9462","S13","L1","C/D"
"20720","9462","S5","L2","C/D"
"20721","9462","S10","L1","C/D"
"20722","9462","S2","L1","C/D"
"20723","9462","S11","L2","C/D"
"20724","9462","S9","L2","C/D"
"20725","9462","S2","L2","C/D"
"20726","9462","S13","L1","C/D"
"20727","9462","S14","L2","C/D"
"20728","9462","S9","L2","C/D"
"20729","9462","S8","L1","C/D"
"20730","9462","S11","L2","C/D"
"20731","9462","S10","L2","C/D"
"20732","9462","S13","L1","C/D"
"20733","9462","S1","L1","C/D"
"20734","9462","S1","L2","C/D"
"20735","9462","S7","L1","C/D"
"20736","9462","S5","L1","C/D"
"20737","9462","S6","L3","C/D"
"20738","9462","S2","L1","C/D"
"20739","9462","S2","L2","C/D"
"20740","9462","S10","L3","C/D"
"20741","9462","S14","L1","C/D"
"20742","9462","S3","L1","C/D"
"20743","9462","S8","L1","C/D"
"20744","9462","S4","L1","C/D"
"20745","9462","S2","L3","C/D"
"20746","9462","S8","L2","C/D"
"20747","9462","S13","L2","C/D"
"20748","9462","S10","L2","C/D"
"20749","9462","S3","L1","C/D"
"20750","9462","S9","L3","C/D"
"20751","9462","S7","L2","C/D"
"20752","9462","S9","L2","C/D"
"20753","9462","S12","L1","C/D"
"20754","9462","S6","L2","C/D"
"20755","9462","S8","L1","C/D"
"20756","9462","S14","L1","C/D"
"20757","9462","S13","L2","C/D"
"20758","9462","S4","L2","C/D"
"20759","9462","S9","L1","C/D"
"20760","9462","S14","L1","C/D"
"20761","9462","S13","L2","C/D"
"20762","9462","S8","L2","C/D"
"20763","9462","S13","L2","C/D"
"20764","9462","S7","L1","C/D"
"20765","9462","S3","L1","C/D"
"20766","9463","S13","L2","C/D"
"20767","9463","S10","L2","C/D"
"20768","9463","S7","L2","C/D"
"20769","9463","S6","L2","C/D"
"20770","9463","S3","L2","C/D"
"20771","9463","S8","L1","C/D"
"20772","9463","S13","L2","C/D"
"20773","9463","S9","L2","C/D"
"20774","9463","S10","L2","C/D"
"20775","9463","S10","L3","C/D"
"20776","9463","S13","L2","C/D"
"20777","9463","S2","L2","C/D"
"20778","9463","S8","L1","C/D"
"20779","9463","S8","L1","C/D"
"20780","9463","S9","L1","C/D"
"20781","9463","S13","L1","C/D"
"20782","9463","S13","L1","C/D"
"20783","9463","S2","L1","C/D"
"20784","9463","S2","L1","C/D"
"20785","9463","S14","L1","C/D"
"20786","9463","S3","L1","C/D"
"20787","9463","S8","L2","C/D"
"20788","9463","S13","L1","C/D"
"20789","9463","S4","L2","C/D"
"20790","9463","S12","L1","C/D"
"20791","9463","S8","L1","C/D"
"20792","9463","S3","L1","C/D"
"20793","9463","S2","L1","C/D"
"20794","9463","S14","L1","C/D"
"20795","9463","S13","L2","C/D"
"20796","9463","S10","L1","C/D"
"20797","9463","S14","L1","C/D"
"20798","9463","S5","L1","C/D"
"20799","9463","S1","L1","C/D"
"20800","9463","S7","L1","C/D"
"20801","9463","S3","L2","C/D"
"20802","9463","S5","L2","C/D"
"20803","9463","S13","L2","C/D"
"20804","9463","S5","L3","C/D"
"20805","9463","S8","L1","C/D"
"20806","9463","S9","L1","C/D"
"20807","9463","S12","L1","C/D"
"20808","9463","S9","L1","C/D"
"20809","9463","S10","L1","C/D"
"20810","9463","S8","L1","C/D"
"20811","9463","S13","L2","C/D"
"20812","9463","S8","L1","C/D"
"20813","9463","S14","L1","C/D"
"20814","9463","S2","L2","C/D"
"20815","9463","S14","L1","C/D"
"20816","9463","S5","L1","C/D"
"20817","9464","S13","L2","C/D"
"20818","9464","S1","L2","C/D"
"20819","9464","S2","L2","C/D"
"20820","9464","S13","L2","C/D"
"20821","9464","S14","L1","C/D"
"20822","9464","S9","L2","C/D"
"20823","9464","S13","L2","C/D"
"20824","9464","S12","L1","C/D"
"20825","9464","S3","L2","C/D"
"20826","9464","S8","L1","C/D"
"20827","9464","S8","L2","C/D"
"20828","9464","S8","L2","C/D"
"20829","9464","S14","L1","C/D"
"20830","9464","S8","L1","C/D"
"20831","9464","S10","L2","C/D"
"20832","9464","S7","L2","C/D"
"20833","9464","S13","L1","C/D"
"20834","9464","S2","L2","C/D"
"20835","9464","S13","L2","C/D"
"20836","9464","S13","L3","C/D"
"20837","9464","S10","L2","C/D"
"20838","9464","S10","L3","C/D"
"20839","9464","S13","L3","C/D"
"20840","9464","S13","L2","C/D"
"20841","9464","S9","L3","C/D"
"20842","9464","S8","L1","C/D"
"20843","9464","S8","L1","C/D"
"20844","9464","S8","L1","C/D"
"20845","9464","S13","L2","C/D"
"20846","9464","S14","L1","C/D"
"20847","9464","S4","L2","C/D"
"20848","9464","S2","L3","C/D"
"20849","9464","S1","L1","C/D"
"20850","9464","S13","L2","C/D"
"20851","9464","S5","L2","C/D"
"20852","9464","S13","L2","C/D"
"20853","9464","S9","L1","C/D"
"20854","9464","S8","L2","C/D"
"20855","9464","S14","L1","C/D"
"20856","9464","S2","L2","C/D"
"20857","9464","S3","L2","C/D"
"20858","9464","S7","L1","C/D"
"20859","9464","S5","L1","C/D"
"20860","9464","S13","L2","C/D"
"20861","9464","S8","L2","C/D"
"20862","9464","S3","L1","C/D"
"20863","9464","S13","L1","C/D"
"20864","9464","S10","L2","C/D"
"20865","9464","S13","L2","C/D"
"20866","9464","S10","L2","C/D"
"20867","9464","S9","L2","C/D"
"20868","9464","S2","L1","C/D"
"20869","9464","S3","L1","C/D"
"20870","9464","S9","L2","C/D"
"20871","9464","S10","L1","C/D"
"20872","9465","S3","L2","C/D"
"20873","9465","S13","L1","C/D"
"20874","9465","S2","L3","C/D"
"20875","9465","S13","L2","C/D"
"20876","9465","S2","L1","C/D"
"20877","9465","S13","L2","C/D"
"20878","9465","S12","L1","C/D"
"20879","9465","S7","L2","C/D"
"20880","9465","S8","L1","C/D"
"20881","9465","S8","L2","C/D"
"20882","9465","S8","L2","C/D"
"20883","9465","S8","L1","C/D"
"20884","9465","S10","L2","C/D"
"20885","9465","S12","L2","C/D"
"20886","9465","S10","L1","C/D"
"20887","9465","S13","L2","C/D"
"20888","9465","S13","L2","C/D"
"20889","9465","S9","L1","C/D"
"20890","9465","S8","L2","C/D"
"20891","9465","S5","L1","C/D"
"20892","9465","S13","L2","C/D"
"20893","9465","S4","L2","C/D"
"20894","9465","S7","L1","C/D"
"20895","9465","S9","L1","C/D"
"20896","9465","S13","L3","C/D"
"20897","9465","S8","L3","C/D"
"20898","9465","S14","L1","C/D"
"20899","9465","S8","L2","C/D"
"20900","9465","S11","L2","C/D"
"20901","9465","S10","L1","C/D"
"20902","9465","S14","L2","C/D"
"20903","9465","S12","L2","C/D"
"20904","9465","S13","L3","C/D"
"20905","9465","S8","L2","C/D"
"20906","9465","S13","L2","C/D"
"20907","9465","S1","L3","C/D"
"20908","9465","S13","L1","C/D"
"20909","9465","S10","L2","C/D"
"20910","9465","S9","L2","C/D"
"20911","9465","S5","L1","C/D"
"20912","9465","S14","L1","C/D"
"20913","9465","S2","L2","C/D"
"20914","9465","S1","L2","C/D"
"20915","9465","S8","L1","C/D"
"20916","9465","S9","L2","C/D"
"20917","9465","S9","L1","C/D"
"20918","9465","S13","L2","C/D"
"20919","9465","S14","L2","C/D"
"20920","9465","S10","L3","C/D"
"20921","9465","S2","L3","C/D"
"20922","9465","S3","L1","C/D"
"20923","9465","S10","L2","C/D"
"20924","9465","S3","L2","C/D"
"20925","9465","S2","L2","C/D"
"20926","9465","S8","L1","C/D"
"20927","9471","S13","L2","C/D"
"20928","9471","S14","L1","C/D"
"20929","9471","S3","L1","C/D"
"20930","9471","S10","L3","C/D"
"20931","9471","S4","L2","C/D"
"20932","9471","S5","L2","C/D"
"20933","9471","S14","L2","C/D"
"20934","9471","S14","L1","C/D"
"20935","9471","S5","L1","C/D"
"20936","9471","S11","L2","C/D"
"20937","9471","S5","L2","C/D"
"20938","9471","S2","L2","C/D"
"20939","9471","S7","L2","C/D"
"20940","9471","S12","L2","C/D"
"20941","9471","S7","L1","C/D"
"20942","9471","S13","L2","C/D"
"2020","9471","S12","L2","C/D"
"20943","9471","S9","L2","C/D"
"20944","9471","S8","L2","C/D"
"20945","9471","S12","L1","C/D"
"20946","9471","S9","L2","C/D"
"20947","9471","S8","L2","C/D"
"20948","9471","S8","L1","C/D"
"20949","9471","S14","L1","C/D"
"20950","9471","S13","L2","C/D"
"20951","9471","S9","L2","C/D"
"20952","9471","S14","L1","C/D"
"20953","9471","S9","L2","C/D"
"20954","9471","S14","L1","C/D"
"20955","9471","S13","L1","C/D"
"20956","9471","S3","L1","C/D"
"20957","9471","S9","L1","C/D"
"20958","9471","S2","L2","C/D"
"20959","9471","S2","L1","C/D"
"20960","9471","S8","L2","C/D"
"20961","9471","S2","L2","C/D"
"20962","9471","S10","L2","C/D"
"20963","9471","S9","L3","C/D"
"20964","9471","S8","L1","C/D"
"20965","9471","S2","L2","C/D"
"20966","9471","S12","L3","C/D"
"20967","9471","S13","L1","C/D"
"20968","9471","S8","L1","C/D"
"20969","9471","S13","L2","C/D"
"20970","9471","S10","L1","C/D"
"20971","9471","S2","L1","C/D"
"20972","9471","S13","L3","C/D"
"20973","9471","S6","L2","C/D"
"20974","9471","S10","L1","C/D"
"20975","9471","S3","L1","C/D"
"20976","9471","S3","L2","C/D"
"20977","9471","S8","L2","C/D"
"20978","9471","S8","L2","C/D"
"20979","9471","S13","L2","C/D"
"20980","9471","S9","L2","C/D"
"20981","9471","S11","L1","C/D"
"20982","9471","S13","L2","C/D"
"20983","9472","S13","L2","C/D"
"20984","9472","S3","L2","C/D"
"20985","9472","S13","L3","C/D"
"20986","9472","S14","L1","C/D"
"20987","9472","S13","L2","C/D"
"20988","9472","S9","L2","C/D"
"20989","9472","S12","L4","C/D"
"20990","9472","S14","L4","C/D"
"20991","9472","S10","L4","C/D"
"20992","9472","S13","L2","C/D"
"20993","9472","S4","L3","C/D"
"20994","9472","S7","L3","C/D"
"20995","9472","S8","L2","C/D"
"20996","9472","S6","L2","C/D"
"20997","9472","S14","L2","C/D"
"20998","9472","S14","L1","C/D"
"20999","9472","S8","L2","C/D"
"21000","9472","S9","L1","C/D"
"21001","9472","S2","L2","C/D"
"21002","9472","S5","L2","C/D"
"21003","9472","S13","L3","C/D"
"21004","9472","S13","L3","C/D"
"21005","9472","S11","L2","C/D"
"21006","9472","S1","L2","C/D"
"21007","9472","S7","L2","C/D"
"21008","9472","S1","L1","C/D"
"21009","9472","S8","L2","C/D"
"21010","9472","S2","L2","C/D"
"21011","9472","S3","L1","C/D"
"21012","9472","S7","L1","C/D"
"21013","9472","S8","L2","C/D"
"21014","9472","S5","L2","C/D"
"21015","9472","S9","L3","C/D"
"21016","9472","S2","L2","C/D"
"21017","9472","S9","L2","C/D"
"21018","9472","S10","L2","C/D"
"21019","9472","S8","L2","C/D"
"21020","9472","S12","L2","C/D"
"21021","9472","S8","L2","C/D"
"21022","9472","S2","L2","C/D"
"21023","9472","S10","L1","C/D"
"21024","9472","S12","L1","C/D"
"21025","9472","S5","L3","C/D"
"21026","9472","S11","L1","C/D"
"21027","9472","S13","L1","C/D"
"21028","9472","S3","L1","C/D"
"21029","9472","S13","L2","C/D"
"21030","9472","S2","L1","C/D"
"21031","9472","S13","L1","C/D"
"21032","9472","S10","L1","C/D"
"21033","9472","S12","L1","C/D"
"21034","9472","S14","L2","C/D"
"21035","9472","S10","L3","C/D"
"21036","9472","S10","L2","C/D"
"4974","9472","S13","L2","C/D"
"21037","9472","S8","L2","C/D"
"21038","9472","S12","L2","C/D"
"21039","9472","S13","L2","C/D"
"21040","9472","S12","L4","C/D"
"21041","9472","S12","L2","C/D"
"21042","9472","S14","L2","C/D"
"21043","9472","S14","L1","C/D"
"21044","9472","S13","L2","C/D"
"21045","9472","S9","L1","C/D"
"21046","9472","S14","L3","C/D"
"21047","9472","S8","L1","C/D"
"21048","9472","S9","L2","C/D"
"21049","9472","S5","L2","C/D"
"21050","9473","S13","L2","C/D"
"21051","9473","S9","L1","C/D"
"21052","9473","S13","L3","C/D"
"21053","9473","S12","L1","C/D"
"21054","9473","S13","L2","C/D"
"21055","9473","S2","L3","C/D"
"21056","9473","S13","L2","C/D"
"21057","9473","S2","L2","C/D"
"21058","9473","S2","L1","C/D"
"21059","9473","S13","L2","C/D"
"21060","9473","S10","L3","C/D"
"21061","9473","S12","L2","C/D"
"21062","9473","S6","L2","C/D"
"21063","9473","S10","L2","C/D"
"21064","9473","S13","L3","C/D"
"21065","9473","S4","L3","C/D"
"21066","9473","S3","L2","C/D"
"21067","9473","S13","L2","C/D"
"21068","9473","S13","L2","C/D"
"21069","9473","S5","L2","C/D"
"21070","9473","S10","L1","C/D"
"21071","9473","S10","L2","C/D"
"21072","9473","S13","L2","C/D"
"21073","9473","S9","L1","C/D"
"21074","9473","S11","L3","C/D"
"21075","9473","S8","L1","C/D"
"21076","9473","S2","L2","C/D"
"21077","9473","S13","L1","C/D"
"21078","9473","S8","L2","C/D"
"21079","9473","S13","L2","C/D"
"21080","9473","S14","L1","C/D"
"21081","9473","S14","L1","C/D"
"21082","9473","S7","L1","C/D"
"21083","9473","S8","L1","C/D"
"21084","9473","S2","L3","C/D"
"21085","9473","S5","L3","C/D"
"21086","9473","S3","L1","C/D"
"21087","9473","S1","L2","C/D"
"21088","9473","S13","L2","C/D"
"21089","9473","S7","L1","C/D"
"21090","9473","S5","L1","C/D"
"21091","9473","S9","L3","C/D"
"21092","9473","S10","L2","C/D"
"21093","9473","S6","L3","C/D"
"21094","9473","S13","L2","C/D"
"21095","9473","S2","L2","C/D"
"21096","9473","S14","L1","C/D"
"21097","9473","S7","L2","C/D"
"21098","9473","S12","L2","C/D"
"21099","9473","S12","L2","C/D"
"21100","9473","S9","L2","C/D"
"21101","9473","S8","L1","C/D"
"21102","9473","S11","L2","C/D"
"21103","9473","S14","L2","C/D"
"21104","9473","S14","L1","C/D"
"21105","9473","S1","L2","C/D"
"21106","9473","S8","L2","C/D"
"21107","9473","S12","L2","C/D"
"21108","9473","S10","L3","C/D"
"21109","9473","S3","L2","C/D"
"21110","9473","S6","L1","C/D"
"21111","9474","S9","L1","C/D"
"21112","9474","S13","L2","C/D"
"21113","9474","S13","L3","C/D"
"21114","9474","S1","L1","C/D"
"21115","9474","S14","L1","C/D"
"21116","9474","S3","L2","C/D"
"21117","9474","S5","L1","C/D"
"21118","9474","S7","L2","C/D"
"21119","9474","S8","L2","C/D"
"21120","9474","S10","L2","C/D"
"21121","9474","S13","L2","C/D"
"21122","9474","S8","L1","C/D"
"21123","9474","S13","L1","C/D"
"21124","9474","S10","L2","C/D"
"21125","9474","S5","L3","C/D"
"21126","9474","S10","L3","C/D"
"21127","9474","S10","L3","C/D"
"21128","9474","S4","L3","C/D"
"21129","9474","S13","L2","C/D"
"21130","9474","S10","L1","C/D"
"21131","9474","S13","L2","C/D"
"21132","9474","S6","L2","C/D"
"21133","9474","S12","L3","C/D"
"21134","9474","S11","L2","C/D"
"21135","9474","S9","L2","C/D"
"21136","9474","S11","L3","C/D"
"21137","9474","S2","L2","C/D"
"21138","9474","S3","L1","C/D"
"21139","9474","S9","L2","C/D"
"21140","9474","S12","L2","C/D"
"21141","9474","S14","L2","C/D"
"21142","9474","S12","L1","C/D"
"21143","9474","S13","L2","C/D"
"21144","9474","S12","L3","C/D"
"21145","9474","S14","L1","C/D"
"21146","9474","S3","L1","C/D"
"21147","9474","S8","L2","C/D"
"21148","9474","S6","L1","C/D"
"21149","9474","S13","L2","C/D"
"21150","9474","S8","L1","C/D"
"21151","9474","S13","L2","C/D"
"21152","9474","S10","L3","C/D"
"21153","9474","S14","L1","C/D"
"21154","9474","S5","L2","C/D"
"21155","9474","S13","L3","C/D"
"21156","9474","S10","L3","C/D"
"21157","9474","S9","L2","C/D"
"21158","9474","S5","L1","C/D"
"21159","9474","S3","L2","C/D"
"21160","9474","S2","L2","C/D"
"21161","9474","S1","L3","C/D"
"21162","9474","S2","L1","C/D"
"21163","9474","S8","L1","C/D"
"21164","9474","S2","L1","C/D"
"21165","9474","S5","L1","C/D"
"21166","9474","S7","L2","C/D"
"21167","9474","S8","L2","C/D"
"21168","9474","S13","L3","C/D"
"21169","9474","S9","L2","C/D"
"21170","9474","S11","L1","C/D"
"21171","9474","S1","L2","C/D"
"21172","9474","S2","L2","C/D"
"21173","9474","S13","L1","C/D"
"21174","9474","S13","L1","C/D"
"21175","9474","S5","L2","C/D"
"21176","9474","S3","L2","C/D"
"21177","9474","S14","L1","C/D"
"21178","9481","S10","L2","C/D"
"21179","9481","S2","L3","C/D"
"21180","9481","S11","L2","C/D"
"21181","9481","S5","L4","C/D"
"21182","9481","S3","L3","C/D"
"21183","9481","S13","L3","C/D"
"21184","9481","S10","L3","C/D"
"21185","9481","S12","L2","C/D"
"21186","9481","S13","L1","C/D"
"21187","9481","S9","L2","C/D"
"21188","9481","S14","L2","C/D"
"21189","9481","S10","L4","C/D"
"21190","9481","S5","L1","C/D"
"21191","9481","S5","L3","C/D"
"21192","9481","S9","L2","C/D"
"21193","9481","S2","L2","C/D"
"21194","9481","S8","L2","C/D"
"21195","9481","S8","L2","C/D"
"21196","9481","S4","L3","C/D"
"21197","9481","S12","L2","C/D"
"21198","9481","S13","L3","C/D"
"21199","9481","S8","L2","C/D"
"21200","9481","S14","L2","C/D"
"21201","9481","S8","L1","C/D"
"21202","9481","S12","L2","C/D"
"21203","9481","S7","L1","C/D"
"21204","9481","S13","L2","C/D"
"21205","9481","S8","L2","C/D"
"21206","9481","S14","L3","C/D"
"21207","9481","S8","L2","C/D"
"2020","9481","S12","L2","C/D"
"21208","9481","S10","L2","C/D"
"21209","9481","S13","L1","C/D"
"21210","9481","S13","L3","C/D"
"21211","9481","S8","L2","C/D"
"21212","9481","S13","L2","C/D"
"21213","9481","S9","L3","C/D"
"21214","9481","S8","L1","C/D"
"21215","9481","S9","L1","C/D"
"21216","9481","S3","L1","C/D"
"21217","9481","S5","L4","C/D"
"21218","9481","S10","L3","C/D"
"21219","9481","S13","L2","C/D"
"21220","9481","S5","L1","C/D"
"21221","9481","S13","L2","C/D"
"21222","9481","S5","L1","C/D"
"21223","9481","S1","L2","C/D"
"21224","9481","S5","L1","C/D"
"21225","9481","S14","L1","C/D"
"21226","9481","S10","L2","C/D"
"21227","9481","S9","L2","C/D"
"21228","9481","S14","L1","C/D"
"21229","9481","S3","L2","C/D"
"21230","9481","S14","L2","C/D"
"21231","9481","S13","L1","C/D"
"21232","9481","S13","L2","C/D"
"21233","9481","S13","L2","C/D"
"21234","9481","S10","L1","C/D"
"21235","9481","S7","L3","C/D"
"21236","9481","S2","L3","C/D"
