"University","Program","MaxEnrolment","ProgramType","MinGradeAvg","Specialization","Recommended","PrerequisiteGroup","PrerequisitePicks","PrerequisiteCodes"
"OIT","DSH",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SCH4U"
"OIT","DSH",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SPH4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All",,1,6,"Other 4U/M"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All",,1,6,"ENG4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All",,1,6,"MHF4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All",,2,2,"MCV4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All",,2,2,"SBI4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All",,2,2,"SCH4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All",,2,2,"SPH4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All","Y",3,4,"MCV4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SBI4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SCH4U"
"OIT","DSW",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SPH4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All",,1,6,"Other 4U/M"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All",,1,6,"ENG4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All",,1,6,"MHF4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All",,2,2,"MCV4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All",,2,2,"SBI4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All",,2,2,"SCH4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All",,2,2,"SPH4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All","Y",3,4,"MCV4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SBI4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SCH4U"
"OIT","DSI",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SPH4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All",,1,6,"Other 4U/M"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All",,1,6,"ENG4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All",,1,6,"MHF4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All",,2,2,"MCV4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All",,2,2,"SBI4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All",,2,2,"SCH4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All",,2,2,"SPH4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All","Y",3,4,"MCV4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SBI4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SCH4U"
"OIT","DSB",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SPH4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All",,1,6,"Other 4U/M"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All",,1,6,"ENG4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All",,1,6,"MHF4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All",,2,1,"ICS4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All",,2,1,"MCV4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All",,2,1,"SPH4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All","Y",3,4,"MCV4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All","Y",3,4,"SBI4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All","Y",3,4,"SCH4U"
"OIT","DSM",280,"Reg/Coop/Int","74-76","All","Y",3,4,"SPH4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All",,1,1,"Other 4U/M"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All",,1,1,"ENG4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All",,1,1,"MHF4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All",,1,1,"ICS4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All",,1,1,"MCV4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All",,1,1,"SPH4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All","Y",2,4,"MCV4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All","Y",2,4,"SBI4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All","Y",2,4,"SCH4U"
"OIT","DSD",280,"Reg/Coop/Int","74-76","All","Y",2,4,"SPH4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All",,1,6,"Other 4U/M"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All",,1,6,"ENG4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All",,1,6,"MHF4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All",,2,2,"MCV4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All",,2,2,"SBI4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All",,2,2,"SCH4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All",,2,2,"SPH4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All","Y",3,4,"MCV4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SBI4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SCH4U"
"OIT","DSY",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SPH4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All",,1,6,"Other 4U/M"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All",,1,6,"ENG4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All",,1,6,"MHF4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All",,2,2,"MCV4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All",,2,2,"SBI4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All",,2,2,"SCH4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All",,2,2,"SPH4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All","Y",3,4,"MCV4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All","Y",3,4,"SBI4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All","Y",3,4,"SCH4U"
"OIT","DSN",50,"Reg/Int/Prac","70-73","All","Y",3,4,"SPH4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All",,1,6,"Other 4U/M"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All",,1,6,"ENG4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All",,1,6,"MHF4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All",,2,2,"MCV4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All",,2,2,"SBI4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All",,2,2,"SCH4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All",,2,2,"SPH4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All","Y",3,4,"MCV4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SBI4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SCH4U"
"OIT","DSK",300,"Reg/Coop/Int","70-73","All","Y",3,4,"SPH4U"
"OIT","DPS",500,"Reg/Int/Prac","70-73","All",,1,6,"Other 4U/M"
"OIT","DPS",500,"Reg/Int/Prac","70-73","All",,1,6,"ENG4U"
"OIT","DPS",500,"Reg/Int/Prac","70-73","All","Y",2,1,"SBI4U"
"OIT","DPS",500,"Reg/Int/Prac","70-73","All","Y",2,1,"MHF4U"
"OIT","DPS",500,"Reg/Int/Prac","70-73","All","Y",2,1,"MCV4U"
"OIT","DPS",500,"Reg/Int/Prac","70-73","All","Y",2,1,"MDM4U"
"OIT","DDC",500,"Reg/Int/Prac","70-73","All",,1,6,"Other 4U/M"
"OIT","DDC",500,"Reg/Int/Prac","70-73","All",,1,6,"ENG4U"
"OIT","DAJ",500,"Reg/Int/Prac","70-73","All",,1,6,"Other 4U/M"
"OIT","DAJ",500,"Reg/Int/Prac","70-73","All",,1,6,"ENG4U"
"OIT","DAL",500,"Reg/Int/Prac","70-73","All",,1,6,"Other 4U/M"
"OIT","DAL",500,"Reg/Int/Prac","70-73","All",,1,6,"ENG4U"
"OIT","DAO",500,"Reg/Int/Prac","70-73","All",,1,6,"Other 4U/M"
"OIT","DAO",500,"Reg/Int/Prac","70-73","All",,1,6,"ENG4U"
"WAT","WF",113,"Reg/Coop","84-86","All",,1,2,"SBI4U"
"WAT","WF",113,"Reg/Coop","84-86","All",,1,2,"SCH4U"
"WAT","WF",113,"Reg/Coop","84-86","All","Y",2,4,"Other 4U/M"
"WAT","WF",113,"Reg/Coop","84-86","All","Y",2,4,"MHF4U"
"WAT","WF",113,"Reg/Coop","84-86","All","Y",2,4,"ENG4U"
"WAT","WF",113,"Reg/Coop","84-86","All","Y",3,3,"MHF4U"
"WAT","WF",113,"Reg/Coop","84-86","All","Y",3,3,"ENG4U"
"WAT","WF",113,"Reg/Coop","84-86","All","Y",3,3,"SPH4U"
"WAT","WK",216,"Reg/Coop","84-86","All",,1,2,"MHF4U"
"WAT","WK",216,"Reg/Coop","84-86","All",,1,2,"SCH4U"
"WAT","WK",216,"Reg/Coop","84-86","All",,2,1,"SBI4U"
"WAT","WK",216,"Reg/Coop","84-86","All",,2,1,"SPH4U"
"WAT","WK",216,"Reg/Coop","84-86","All",,3,3,"Other 4U/M"
"WAT","WX",89,"Reg/Coop","80-83","All",,1,5,"4U English"
"WAT","WX",89,"Reg/Coop","80-83","All",,1,5,"Other 4U/M"
"WAT","WX",89,"Reg/Coop","80-83","All","Y",2,1,"Other 4U/M"
"WAT","WX",89,"Reg/Coop","80-83","Therapeutic Recreation","Y",1,1,"SBI4U"
"WAT","WX",89,"Reg/Coop","80-83","Therapeutic Recreation","Y",1,1,"PSE4U"
"WAT","WX",89,"Reg/Coop","80-83","Recreation and Sport Business","Y",1,1,"BAT4M"
"WAT","WXY",320,"Reg/Coop","84-86","All",,1,2,"MHF4U"
"WAT","WXY",320,"Reg/Coop","84-86","All",,1,2,"MCV4U"
"WAT","WXY",320,"Reg/Coop","84-86","All",,2,1,"4U English"
"WAT","WXY",320,"Reg/Coop","84-86","All",,3,3,"Other 4U/M"
"WAT","WXY",320,"Reg/Coop","84-86","All","Y",4,2,"BAT4M"
"WAT","WXY",320,"Reg/Coop","84-86","All","Y",4,2,"MDM4U"
"WAT","WA",340,"Reg/Coop","80-83","All",,1,5,"4U English"
"WAT","WA",340,"Reg/Coop","80-83","All",,1,5,"Other 4U/M"
"WAT","WA",340,"Reg/Coop","80-83","All","Y",2,1,"MDM4U"
"WAT","WA",340,"Reg/Coop","80-83","All","Y",3,1,"MCV4U"
"WAT","WAB",400,"Reg/Coop","80-83","All",,1,5,"4U English"
"WAT","WAB",400,"Reg/Coop","80-83","All",,1,5,"Other 4U/M"
"WAT","WAB",400,"Reg/Coop","80-83","All","Y",2,1,"MDM4U"
"WAT","WAB",400,"Reg/Coop","80-83","All","Y",3,1,"MCV4U"
"WAT","WR",76,"Reg/Coop","84-86","All",,1,3,"MHF4U"
"WAT","WR",76,"Reg/Coop","84-86","All",,1,3,"MCV4U"
"WAT","WR",76,"Reg/Coop","84-86","All",,1,3,"SPH4U"
"WAT","WR",76,"Reg/Coop","84-86","All",,2,1,"ENG4U"
"WAT","WR",76,"Reg/Coop","84-86","All",,3,1,"Other 4U/M"
"WAT","WR",76,"Reg/Coop","84-86","All","Y",4,1,"3M"
"WAT","WR",76,"Reg/Coop","84-86","All","Y",4,1,"4M"
"WAT","WC",139,"Reg/Coop","87-89","All",,1,5,"MHF4U"
"WAT","WC",139,"Reg/Coop","87-89","All",,1,5,"MCV4U"
"WAT","WC",139,"Reg/Coop","87-89","All",,1,5,"SCH4U"
"WAT","WC",139,"Reg/Coop","87-89","All",,1,5,"ENG4U"
"WAT","WC",139,"Reg/Coop","87-89","All",,1,5,"SPH4U"
"WAT","WC",139,"Reg/Coop","87-89","All",,2,1,"Other 4U/M"
"WAT","WE",121,"Reg/Coop","87-89","All",,1,5,"MHF4U"
"WAT","WE",121,"Reg/Coop","87-89","All",,1,5,"MCV4U"
"WAT","WE",121,"Reg/Coop","87-89","All",,1,5,"SCH4U"
"WAT","WE",121,"Reg/Coop","87-89","All",,1,5,"ENG4U"
"WAT","WE",121,"Reg/Coop","87-89","All",,1,5,"SPH4U"
"WAT","WE",121,"Reg/Coop","87-89","All",,2,1,"Other 4U/M"
"WAT","WWJ",161,"Reg/Coop","84-86","All",,1,5,"MHF4U"
"WAT","WWJ",161,"Reg/Coop","84-86","All",,1,5,"MCV4U"
"WAT","WWJ",161,"Reg/Coop","84-86","All",,1,5,"SCH4U"
"WAT","WWJ",161,"Reg/Coop","84-86","All",,1,5,"ENG4U"
"WAT","WWJ",161,"Reg/Coop","84-86","All",,1,5,"SPH4U"
"WAT","WWJ",161,"Reg/Coop","84-86","All",,2,1,"Other 4U/M"
"WAT","WWF",188,"Reg/Coop","84-86","All",,1,5,"MHF4U"
"WAT","WWF",188,"Reg/Coop","84-86","All",,1,5,"MCV4U"
"WAT","WWF",188,"Reg/Coop","84-86","All",,1,5,"SCH4U"
"WAT","WWF",188,"Reg/Coop","84-86","All",,1,5,"ENG4U"
"WAT","WWF",188,"Reg/Coop","84-86","All",,1,5,"SPH4U"
"WAT","WWF",188,"Reg/Coop","84-86","All",,2,1,"Other 4U/M"
"WAT","WEE",68,"Reg/Coop","84-86","All",,1,5,"MHF4U"
"WAT","WEE",68,"Reg/Coop","84-86","All",,1,5,"MCV4U"
"WAT","WEE",68,"Reg/Coop","84-86","All",,1,5,"SCH4U"
"WAT","WEE",68,"Reg/Coop","84-86","All",,1,5,"ENG4U"
"WAT","WEE",68,"Reg/Coop","84-86","All",,1,5,"SPH4U"
"WAT","WEE",68,"Reg/Coop","84-86","All",,2,1,"Other 4U/M"
"WAT","WWG",30,"Reg/Coop","84-86","All",,1,5,"MHF4U"
"WAT","WWG",30,"Reg/Coop","84-86","All",,1,5,"MCV4U"
"WAT","WWG",30,"Reg/Coop","84-86","All",,1,5,"SCH4U"
"WAT","WWG",30,"Reg/Coop","84-86","All",,1,5,"ENG4U"
"WAT","WWG",30,"Reg/Coop","84-86","All",,1,5,"SPH4U"
"WAT","WWG",30,"Reg/Coop","84-86","All",,2,1,"Other 4U/M"
"WAT","WWH",204,"Reg/Coop","87-89","All",,1,5,"MHF4U"
"WAT","WWH",204,"Reg/Coop","87-89","All",,1,5,"MCV4U"
"WAT","WWH",204,"Reg/Coop","87-89","All",,1,5,"SCH4U"
"WAT","WWH",204,"Reg/Coop","87-89","All",,1,5,"ENG4U"
"WAT","WWH",204,"Reg/Coop","87-89","All",,1,5,"SPH4U"
"WAT","WWH",204,"Reg/Coop","87-89","All",,2,1,"Other 4U/M"
"WAT","WMT",182,"Reg/Coop","90-93","All",,1,5,"MHF4U"
"WAT","WMT",182,"Reg/Coop","90-93","All",,1,5,"MCV4U"
"WAT","WMT",182,"Reg/Coop","90-93","All",,1,5,"SCH4U"
"WAT","WMT",182,"Reg/Coop","90-93","All",,1,5,"ENG4U"
"WAT","WMT",182,"Reg/Coop","90-93","All",,1,5,"SPH4U"
"WAT","WMT",182,"Reg/Coop","90-93","All",,2,1,"Other 4U/M"
"WAT","WNT",114,"Reg/Coop","87-89","All",,1,5,"MHF4U"
"WAT","WNT",114,"Reg/Coop","87-89","All",,1,5,"MCV4U"
"WAT","WNT",114,"Reg/Coop","87-89","All",,1,5,"SCH4U"
"WAT","WNT",114,"Reg/Coop","87-89","All",,1,5,"ENG4U"
"WAT","WNT",114,"Reg/Coop","87-89","All",,1,5,"SPH4U"
"WAT","WNT",114,"Reg/Coop","87-89","All",,2,1,"Other 4U/M"
"WAT","WD",90,"Reg/Coop","84-86","All",,1,5,"MHF4U"
"WAT","WD",90,"Reg/Coop","84-86","All",,1,5,"MCV4U"
"WAT","WD",90,"Reg/Coop","84-86","All",,1,5,"SCH4U"
"WAT","WD",90,"Reg/Coop","84-86","All",,1,5,"ENG4U"
"WAT","WD",90,"Reg/Coop","84-86","All",,1,5,"SPH4U"
"WAT","WD",90,"Reg/Coop","84-86","All",,2,1,"Other 4U/M"
"WAT","WSO",123,"Reg/Coop","94-96","All",,1,5,"MHF4U"
"WAT","WSO",123,"Reg/Coop","94-96","All",,1,5,"MCV4U"
"WAT","WSO",123,"Reg/Coop","94-96","All",,1,5,"SCH4U"
"WAT","WSO",123,"Reg/Coop","94-96","All",,1,5,"ENG4U"
"WAT","WSO",123,"Reg/Coop","94-96","All",,1,5,"SPH4U"
"WAT","WSO",123,"Reg/Coop","94-96","All",,2,1,"Other 4U/M"
"WAT","WSO",123,"Reg/Coop","94-96","All","Y",3,2,"ICS3U"
"WAT","WSO",123,"Reg/Coop","94-96","All","Y",3,2,"ICS4U"
"WAT","WEB",102,"Reg/Coop","80-83","All",,1,5,"4U English"
"WAT","WEB",102,"Reg/Coop","80-83","All",,1,5,"Other 4U/M"
"WAT","WEB",102,"Reg/Coop","80-83","All","Y",2,4,"4U Math"
"WAT","WEB",102,"Reg/Coop","80-83","All","Y",2,4,"4U Math Science"
"WAT","WEB",102,"Reg/Coop","80-83","All","Y",2,4,"BAT4M"
"WAT","WEB",102,"Reg/Coop","80-83","All","Y",2,4,"CIA4U"
"WAT","WER",69,"Reg/Coop","80-83","All",,1,5,"4U English"
"WAT","WER",69,"Reg/Coop","80-83","All",,1,5,"Other 4U/M"
"WAT","WER",69,"Reg/Coop","80-83","Recommended",,1,1,"Other 4U/M"
"WAT","WER",69,"Reg/Coop","80-83","Recommended",,1,1,"Other 4U/M"
"WAT","WG",38,"Reg/Coop","80-83","All",,1,5,"4U English"
"WAT","WG",38,"Reg/Coop","80-83","All",,1,5,"Other 4U/M"
"WAT","WG",38,"Reg/Coop","80-83","All","Y",2,1,"4U/M Geography"
"WAT","WG",38,"Reg/Coop","80-83","All","Y",2,1,"SES4U"
"WAT","WP",123,"Reg/Coop","80-83","All",,1,5,"4U English"
"WAT","WP",123,"Reg/Coop","80-83","All",,1,5,"Other 4U/M"
"WAT","WP",123,"Reg/Coop","80-83","All","Y",2,1,"Other 4U/M"
"WAT","WP",123,"Reg/Coop","80-83","All","Y",2,1,"SBI4U"
"WAT","WP",123,"Reg/Coop","80-83","All","Y",2,1,"SES4U"
"WAT","WCF",40,"Reg/Coop","90-93","All",,1,2,"MHF4U"
"WAT","WCF",40,"Reg/Coop","90-93","All",,1,2,"MCV4U"
"WAT","WCF",40,"Reg/Coop","90-93","All",,2,1,"4U English"
"WAT","WCF",40,"Reg/Coop","90-93","All",,3,1,"Other 4U"
"WAT","WCF",40,"Reg/Coop","90-93","All","Y",4,2,"Other 4U/M"
"WAT","WCF",40,"Reg/Coop","90-93","All","Y",4,2,"ICS3U"
"WAT","WCF",40,"Reg/Coop","90-93","All","Y",4,2,"BAT4M"
"WAT","WN",65,"Reg/Coop","87-89","All",,1,2,"MHF4U"
"WAT","WN",65,"Reg/Coop","87-89","All",,1,2,"MCV4U"
"WAT","WN",65,"Reg/Coop","87-89","All",,2,1,"4U English"
"WAT","WN",65,"Reg/Coop","87-89","All",,3,1,"Other 4U"
"WAT","WN",65,"Reg/Coop","87-89","All","Y",4,2,"Other 4U/M"
"WAT","WN",65,"Reg/Coop","87-89","All","Y",4,2,"ICS3U"
"WAT","WN",65,"Reg/Coop","87-89","All","Y",4,2,"BAT4M"
"WAT","WBA",70,"Reg/Coop","87-89","All",,1,2,"MHF4U"
"WAT","WBA",70,"Reg/Coop","87-89","All",,1,2,"MCV4U"
"WAT","WBA",70,"Reg/Coop","87-89","All",,2,1,"4U English"
"WAT","WBA",70,"Reg/Coop","87-89","All",,3,1,"Other 4U"
"WAT","WBA",70,"Reg/Coop","87-89","All","Y",4,2,"Other 4U/M"
"WAT","WBA",70,"Reg/Coop","87-89","All","Y",4,2,"ICS3U"
"WAT","WM",510,"Reg/Coop","87-89","All",,1,2,"MHF4U"
"WAT","WM",510,"Reg/Coop","87-89","All",,1,2,"MCV4U"
"WAT","WM",510,"Reg/Coop","87-89","All",,2,1,"4U English"
"WAT","WM",510,"Reg/Coop","87-89","All",,3,1,"Other 4U"
"WAT","WM",510,"Reg/Coop","87-89","All","Y",4,2,"Other 4U/M"
"WAT","WM",510,"Reg/Coop","87-89","All","Y",4,2,"ICS3U"
"WAT","WMB",60,"Reg/Coop","90-93","All",,1,2,"MHF4U"
"WAT","WMB",60,"Reg/Coop","90-93","All",,1,2,"MCV4U"
"WAT","WMB",60,"Reg/Coop","90-93","All",,2,1,"4U English"
"WAT","WMB",60,"Reg/Coop","90-93","All",,3,1,"Other 4U"
"WAT","WMB",60,"Reg/Coop","90-93","All","Y",4,2,"Other 4U/M"
"WAT","WMB",60,"Reg/Coop","90-93","All","Y",4,2,"ICS3U"
"WAT","WCS",300,"Reg/Coop","90-93","All",,1,2,"MHF4U"
"WAT","WCS",300,"Reg/Coop","90-93","All",,1,2,"MCV4U"
"WAT","WCS",300,"Reg/Coop","90-93","All",,2,1,"4U English"
"WAT","WCS",300,"Reg/Coop","90-93","All",,3,1,"Other 4U"
"WAT","WCS",300,"Reg/Coop","90-93","All","Y",4,2,"Other 4U/M"
"WAT","WCS",300,"Reg/Coop","90-93","All","Y",4,2,"ICS3U"
"WAT","WSA",10,"Reg/Coop","90-93","All",,1,3,"MHF4U"
"WAT","WSA",10,"Reg/Coop","90-93","All",,1,3,"MCV4U"
"WAT","WSA",10,"Reg/Coop","90-93","All",,1,3,"ENG4U"
"WAT","WSA",10,"Reg/Coop","90-93","All",,2,2,"SBI4U"
"WAT","WSA",10,"Reg/Coop","90-93","All",,2,2,"SCH4U"
"WAT","WSA",10,"Reg/Coop","90-93","All",,2,2,"SES4U"
"WAT","WSA",10,"Reg/Coop","90-93","All",,2,2,"MDM4U"
"WAT","WSA",10,"Reg/Coop","90-93","All",,2,2,"SPH4U"
"WAT","WSA",10,"Reg/Coop","90-93","All","Y",3,1,"Other 4U/M"
"WAT","WSA",10,"Reg/Coop","90-93","All","Y",3,1,"SBI4U"
"WAT","WSA",10,"Reg/Coop","90-93","All","Y",3,1,"SCH4U"
"WAT","WSA",10,"Reg/Coop","90-93","All","Y",3,1,"BAT4M"
"WAT","WS",197,"Reg","80-83","All",,1,3,"MHF4U"
"WAT","WS",197,"Reg","80-83","All",,1,3,"MCV4U"
"WAT","WS",197,"Reg","80-83","All",,1,3,"ENG4U"
"WAT","WS",197,"Reg","80-83","All",,2,2,"SBI4U"
"WAT","WS",197,"Reg","80-83","All",,2,2,"SCH4U"
"WAT","WS",197,"Reg","80-83","All",,2,2,"SES4U"
"WAT","WS",197,"Reg","80-83","All",,2,2,"MDM4U"
"WAT","WS",197,"Reg","80-83","All",,2,2,"SPH4U"
"WAT","WS",197,"Reg","80-83","All",,3,1,"Other 4U/M"
"WAT","WS",197,"Reg","80-83","All","Y",4,4,"SBI4U"
"WAT","WS",197,"Reg","80-83","All","Y",4,4,"SCH4U"
"WAT","WS",197,"Reg","80-83","All","Y",4,4,"SES4U"
"WAT","WS",197,"Reg","80-83","All","Y",4,4,"SPH4U"
"WAT","WLS",541,"Reg/Coop","80-83","All",,1,3,"MHF4U"
"WAT","WLS",541,"Reg/Coop","80-83","All",,1,3,"MCV4U"
"WAT","WLS",541,"Reg/Coop","80-83","All",,1,3,"ENG4U"
"WAT","WLS",541,"Reg/Coop","80-83","All",,2,2,"SBI4U"
"WAT","WLS",541,"Reg/Coop","80-83","All",,2,2,"SCH4U"
"WAT","WLS",541,"Reg/Coop","80-83","All",,2,2,"SES4U"
"WAT","WLS",541,"Reg/Coop","80-83","All",,2,2,"MDM4U"
"WAT","WLS",541,"Reg/Coop","80-83","All",,2,2,"SPH4U"
"WAT","WLS",541,"Reg/Coop","80-83","All","Y",3,1,"Other 4U/M"
"WAT","WLS",541,"Reg/Coop","80-83","All","Y",3,1,"SBI4U"
"WAT","WLS",541,"Reg/Coop","80-83","All","Y",3,1,"SCH4U"
"WAT","WLS",541,"Reg/Coop","80-83","All","Y",3,1,"SPH4U"
"WAT","WPS",179,"Reg/Coop","80-83","All",,1,3,"MHF4U"
"WAT","WPS",179,"Reg/Coop","80-83","All",,1,3,"MCV4U"
"WAT","WPS",179,"Reg/Coop","80-83","All",,1,3,"ENG4U"
"WAT","WPS",179,"Reg/Coop","80-83","All",,2,2,"SBI4U"
"WAT","WPS",179,"Reg/Coop","80-83","All",,2,2,"SCH4U"
"WAT","WPS",179,"Reg/Coop","80-83","All",,2,2,"SES4U"
"WAT","WPS",179,"Reg/Coop","80-83","All",,2,2,"MDM4U"
"WAT","WPS",179,"Reg/Coop","80-83","All",,2,2,"SPH4U"
"WAT","WPS",179,"Reg/Coop","80-83","All","Y",3,1,"Other 4U/M"
"WAT","WPS",179,"Reg/Coop","80-83","All","Y",3,1,"SCH4U"
"WAT","WPS",179,"Reg/Coop","80-83","All","Y",3,1,"SES4U"
"WAT","WPS",179,"Reg/Coop","80-83","All","Y",3,1,"SPH4U"
"WAT","WSB",105,"Reg/Coop","80-83","All",,1,3,"MHF4U"
"WAT","WSB",105,"Reg/Coop","80-83","All",,1,3,"MCV4U"
"WAT","WSB",105,"Reg/Coop","80-83","All",,1,3,"ENG4U"
"WAT","WSB",105,"Reg/Coop","80-83","All",,2,2,"SBI4U"
"WAT","WSB",105,"Reg/Coop","80-83","All",,2,2,"SCH4U"
"WAT","WSB",105,"Reg/Coop","80-83","All",,2,2,"SES4U"
"WAT","WSB",105,"Reg/Coop","80-83","All",,2,2,"MDM4U"
"WAT","WSB",105,"Reg/Coop","80-83","All",,2,2,"SPH4U"
"WAT","WSB",105,"Reg/Coop","80-83","All","Y",3,1,"Other 4U/M"
"WAT","WSB",105,"Reg/Coop","80-83","All","Y",3,1,"BBB4M"
"WAT","WSB",105,"Reg/Coop","80-83","All","Y",3,1,"SCH4U"
"WAT","WEM",70,"Reg/Coop","84-86","All",,1,5,"MHF4U"
"WAT","WEM",70,"Reg/Coop","84-86","All",,1,5,"MCV4U"
"WAT","WEM",70,"Reg/Coop","84-86","All",,1,5,"SCH4U"
"WAT","WEM",70,"Reg/Coop","84-86","All",,1,5,"ENG4U"
"WAT","WEM",70,"Reg/Coop","84-86","All",,1,5,"SPH4U"
"WAT","WEM",70,"Reg/Coop","84-86","All",,2,1,"Other 4U/M"
"WAT","WEV",35,"Reg/Int/Prac","80-83","All",,1,1,"ENG4U"
"WAT","WEV",35,"Reg/Int/Prac","80-83","All",,2,1,"4U Math"
"WAT","WEV",35,"Reg/Int/Prac","80-83","All",,3,4,"Other 4U/M"
"WAT","WEV",35,"Reg/Int/Prac","80-83","All","Y",4,1,"4U/M Geography"
"WAT","WEV",35,"Reg/Int/Prac","80-83","All","Y",4,1,"4U Math"
"WAT","WEV",35,"Reg/Int/Prac","80-83","All","Y",4,1,"SES4U Math"
"WAT","WGM",57,"Reg/Coop","80-83","All",,1,1,"4U English"
"WAT","WGM",57,"Reg/Coop","80-83","All",,2,1,"4U Math"
"WAT","WGM",57,"Reg/Coop","80-83","All",,3,4,"Other 4U/M"
"WAT","WGM",57,"Reg/Coop","80-83","All","Y",4,3,"4U Math"
"WAT","WGM",57,"Reg/Coop","80-83","All","Y",4,3,"ICS3U Math"
